year,date,carrier,origin_city,destination,dep_delay,arr_delay,cancelled,diverted,air_time,distance
2017,2017/6/28,AA,Boston,New York,-5,46,NO,NO,37,184
2017,2017/6/29,AA,New York,Boston,-5,9,NO,NO,38,184
2017,2017/6/6,AA,New York,Boston,135,7,NO,NO,41,184
2017,2017/6/13,AA,Washington,New York,12,11,NO,NO,40,214
2017,2017/6/20,AA,New York,Washington,111,5,NO,NO,46,214
2017,2017/6/22,AA,Boston,New York,-5,15,NO,NO,39,184
2017,2017/6/23,AA,New York,Boston,-9,6,NO,NO,50,184
2017,2017/6/29,AA,Boston,New York,-5,17,NO,NO,44,184
2017,2017/6/6,AA,Washington,New York,1,13,NO,NO,38,214
2017,2017/6/13,AA,New York,Washington,37,20,NO,NO,69,214
2017,2017/6/14,AA,New York,Washington,-11,5,NO,NO,55,214
2017,2017/6/2,AA,Boston,New York,-5,8,NO,NO,40,184
2017,2017/6/9,AA,New York,Boston,41,10,NO,NO,39,184
2017,2017/6/6,AA,Boston,New York,-3,5,NO,NO,54,184
2017,2017/6/13,AA,Boston,New York,213,63,NO,NO,48,184
2017,2017/6/20,AA,New York,Boston,62,3,NO,NO,45,184
2017,2017/6/6,AA,New York,Washington,-5,3,NO,NO,54,213
2017,2017/6/8,AA,Chicago,New York,-1,6,NO,NO,102,733
2017,2017/6/9,AA,Chicago,New York,15,3,NO,NO,106,733
2017,2017/6/11,AA,Chicago,New York,-1,5,NO,NO,103,733
2017,2017/6/10,AA,New York,Chicago,-7,8,NO,NO,107,733
2017,2017/6/8,AA,New York,Chicago,-6,42,NO,NO,106,733
2017,2017/6/8,AA,New York,Chicago,1,7,NO,NO,104,733
2017,2017/6/6,AA,New York,Chicago,-3,35,NO,NO,107,733
2017,2017/6/7,AA,Chicago,New York,23,5,NO,NO,108,733
2017,2017/6/8,AA,Chicago,New York,-1,5,NO,NO,108,733
2017,2017/6/6,AA,Chicago,New York,1,9,NO,NO,96,733
2017,2017/6/4,AA,New York,Chicago,-10,10,NO,NO,120,733
2017,2017/6/4,AA,New York,Chicago,-8,9,NO,NO,115,733
2017,2017/6/1,AA,Chicago,New York,-2,6,NO,NO,95,733
2017,2017/6/2,AA,Chicago,New York,0,9,NO,NO,93,733
2017,2017/6/26,AA,Chicago,New York,-3,5,NO,NO,94,733
2017,2017/6/27,AA,New York,Chicago,1,9,NO,NO,109,733
2017,2017/6/28,AA,Chicago,New York,-3,5,NO,NO,97,733
2017,2017/6/21,AA,New York,Boston,-3,9,NO,NO,37,187
2017,2017/6/1,WN,Chicago,New York,24,7,NO,NO,94,725
2017,2017/6/2,WN,Dallas,New York,-2,4,NO,NO,165,1381
2017,2017/6/2,WN,New York,Chicago,-3,6,NO,NO,109,725
2017,2017/6/2,WN,Chicago,New York,35,4,NO,NO,97,725
2017,2017/7/1,WN,New York,Chicago,15,5,NO,NO,128,725
2017,2017/7/2,WN,Houston,New York,0,6,NO,NO,177,1428
2017,2017/7/9,WN,New York,Chicago,-2,5,NO,NO,107,725
2017,2017/7/9,WN,Chicago,New York,17,23,NO,NO,94,725
2017,2017/7/10,WN,Dallas,New York,5,6,NO,NO,177,1381
2017,2017/7/10,WN,New York,Atlanta,-3,7,NO,NO,126,762
2017,2017/7/14,WN,Dallas,New York,112,6,NO,NO,191,1381
2017,2017/7/14,WN,New York,Atlanta,,,YES,NO,,762
2017,2017/7/27,WN,Atlanta,New York,1,10,NO,NO,109,762
2017,2017/7/27,WN,New York,Dallas,8,7,NO,NO,180,1381
2017,2017/7/28,WN,Atlanta,New York,21,4,NO,NO,165,762
2017,2017/7/28,WN,Houston,New York,41,9,NO,NO,214,1428
2017,2017/7/28,WN,New York,Dallas,50,5,NO,NO,188,1381
2017,2017/7/4,WN,New York,Chicago,-1,15,NO,NO,109,725
2017,2017/7/4,WN,Chicago,New York,-6,4,NO,NO,90,725
2017,2017/7/12,WN,New York,Chicago,-2,5,NO,NO,113,725
2017,2017/7/15,WN,Chicago,New York,5,6,NO,NO,96,725
2017,2017/7/21,WN,Chicago,New York,9,,YES,NO,,725
2017,2017/7/22,WN,New York,Dallas,164,5,NO,NO,182,1381
2017,2017/7/26,WN,Atlanta,New York,-2,16,NO,NO,102,762
2017,2017/7/7,WN,New York,Chicago,81,5,NO,NO,132,725
2017,2017/7/7,WN,Chicago,New York,254,15,NO,NO,88,725
2017,2017/7/8,WN,New York,Dallas,-4,5,NO,NO,197,1381
2017,2017/7/19,WN,Dallas,New York,5,6,NO,NO,190,1381
2017,2017/7/19,WN,New York,Atlanta,25,7,NO,NO,98,762
2017,2017/7/20,WN,New York,Atlanta,104,9,NO,NO,103,762
2017,2017/7/23,WN,New York,Atlanta,6,12,NO,NO,111,762
2017,2017/7/24,WN,Atlanta,New York,8,5,NO,NO,99,762
2017,2017/7/25,WN,Atlanta,New York,49,4,NO,NO,100,762
2017,2017/7/31,WN,New York,Chicago,-2,11,NO,NO,103,725
2017,2017/7/5,WN,New York,Dallas,-1,20,NO,NO,192,1381
2017,2017/7/6,WN,Atlanta,New York,-1,27,NO,NO,104,762
2017,2017/7/6,WN,Houston,New York,-1,13,NO,NO,192,1428
2017,2017/7/6,WN,New York,Dallas,90,4,NO,NO,187,1381
2017,2017/7/17,WN,Houston,New York,10,8,NO,NO,185,1428
2017,2017/7/17,WN,New York,Dallas,1,,YES,NO,,1381
2017,2017/7/30,WN,Atlanta,New York,26,4,NO,NO,98,762
2017,2017/7/30,WN,New York,Houston,-5,5,NO,NO,178,1428
2017,2017/7/1,DL,Los Angeles,New York,106,10,NO,NO,286,2475
2017,2017/7/2,DL,New York,Los Angeles,58,17,NO,NO,313,2475
2017,2017/7/2,DL,New York,San Francisco,0,6,NO,NO,342,2586
2017,2017/7/2,DL,New York,Atlanta,142,5,NO,NO,105,762
2017,2017/7/3,DL,Los Angeles,New York,-2,11,NO,NO,285,2475
2017,2017/7/3,DL,New York,Boston,0,5,NO,NO,40,187
2017,2017/7/3,DL,Los Angeles,New York,-4,8,NO,NO,298,2475
2017,2017/7/3,DL,Atlanta,New York,-4,8,NO,NO,106,760
2017,2017/7/3,DL,San Francisco,New York,-7,8,NO,NO,295,2586
2017,2017/7/4,DL,New York,Los Angeles,14,14,NO,NO,313,2475
2017,2017/7/4,DL,New York,Atlanta,-3,6,NO,NO,105,760
2017,2017/7/13,DL,Atlanta,New York,34,23,NO,NO,107,762
2017,2017/7/13,DL,New York,Atlanta,19,5,NO,NO,100,762
2017,2017/7/13,DL,Los Angeles,New York,56,12,NO,NO,313,2475
2017,2017/7/8,AA,New York,Chicago,-4,17,NO,NO,115,733
2017,2017/7/4,AA,Chicago,New York,-4,5,NO,NO,91,733
2017,2017/7/31,AA,Chicago,New York,-3,4,NO,NO,101,733
2017,2017/7/27,AA,New York,Chicago,-3,41,NO,NO,119,733
2017,2017/7/6,AA,New York,Chicago,-7,28,NO,NO,118,733
2017,2017/7/18,AA,New York,Chicago,-6,20,NO,NO,121,733
2017,2017/7/20,AA,Chicago,New York,209,3,NO,NO,99,733
2017,2017/7/21,AA,Chicago,New York,55,15,NO,NO,100,733
2017,2017/7/23,AA,Chicago,New York,41,6,NO,NO,93,733
2017,2017/7/21,AA,New York,Chicago,17,41,NO,NO,114,733
2017,2017/7/20,AA,New York,Chicago,204,11,NO,NO,117,733
2017,2017/7/18,AA,New York,Chicago,0,41,NO,NO,104,733
2017,2017/7/17,AA,New York,Chicago,154,3,NO,NO,102,733
2017,2017/7/18,AA,Chicago,New York,14,4,NO,NO,104,733
2017,2017/7/19,AA,Chicago,New York,-3,4,NO,NO,97,733
2017,2017/7/13,AA,Chicago,New York,41,4,NO,YES,,733
2017,2017/7/11,AA,New York,Chicago,-5,11,NO,NO,116,733
2017,2017/7/10,AA,New York,Chicago,50,15,NO,NO,134,733
2017,2017/7/7,AA,Chicago,New York,41,13,NO,NO,111,733
2017,2017/7/9,AA,Chicago,New York,-3,7,NO,NO,98,733
2017,2017/7/5,AA,Chicago,New York,10,3,NO,NO,98,733
2017,2017/7/24,AA,Chicago,New York,-4,6,NO,NO,124,733
2017,2017/7/24,AA,New York,Chicago,23,23,NO,NO,120,733
2017,2017/7/25,AA,Chicago,New York,-2,11,NO,NO,100,733
2017,2017/7/25,AA,New York,Chicago,-4,14,NO,NO,113,733
2017,2017/7/20,AA,Atlanta,New York,45,6,NO,NO,149,762
2017,2017/7/21,AA,New York,Atlanta,13,5,NO,NO,112,762
2017,2017/7/22,AA,Atlanta,New York,-8,6,NO,NO,107,762
2017,2017/7/24,AA,New York,Atlanta,26,23,NO,NO,110,762
2017,2017/7/1,VX,San Francisco,New York,10,12,NO,NO,303,2586
2017,2017/7/10,VX,San Francisco,New York,82,6,NO,NO,372,2586
2017,2017/7/11,VX,San Francisco,New York,-8,12,NO,NO,293,2586
2017,2017/7/11,VX,New York,Dallas,10,5,NO,NO,187,1381
2017,2017/7/12,VX,Dallas,New York,-6,17,NO,NO,178,1381
2017,2017/7/13,VX,Los Angeles,New York,-6,8,NO,NO,282,2475
2017,2017/7/14,VX,New York,Los Angeles,-8,8,NO,NO,310,2475
2017,2017/7/15,VX,New York,Los Angeles,20,15,NO,NO,308,2475
2017,2017/7/16,VX,New York,Los Angeles,-10,7,NO,NO,310,2475
2017,2017/7/17,VX,Los Angeles,New York,59,16,NO,NO,336,2475
2017,2017/7/18,VX,New York,Los Angeles,8,8,NO,NO,296,2475
2017,2017/7/19,VX,New York,Los Angeles,8,26,NO,NO,307,2475
2017,2017/7/2,VX,New York,San Francisco,-5,5,NO,NO,333,2586
2017,2017/7/20,VX,New York,San Francisco,22,6,NO,NO,324,2586
2017,2017/7/22,VX,San Francisco,New York,40,7,NO,NO,313,2586
2017,2017/7/23,VX,New York,San Francisco,-1,23,NO,NO,328,2586
2017,2017/7/24,VX,New York,San Francisco,73,15,NO,NO,343,2586
2017,2017/7/25,VX,New York,San Francisco,-8,8,NO,NO,327,2586
2017,2017/7/26,VX,New York,San Francisco,-3,6,NO,NO,321,2586
2017,2017/7/26,VX,Dallas,New York,-4,9,NO,NO,192,1381
2017,2017/7/27,VX,Dallas,New York,-1,5,NO,NO,202,1381
2017,2017/7/28,VX,Los Angeles,New York,87,12,NO,NO,288,2475
2017,2017/7/29,VX,Los Angeles,New York,37,5,NO,NO,294,2475
2017,2017/7/3,VX,Los Angeles,New York,9,10,NO,NO,295,2475
2017,2017/7/30,VX,New York,Los Angeles,-2,55,NO,NO,309,2475
2017,2017/7/31,VX,New York,Los Angeles,-1,9,NO,NO,326,2475
2017,2017/7/4,VX,New York,Los Angeles,-5,12,NO,NO,316,2475
2017,2017/7/5,VX,Los Angeles,New York,-4,15,NO,NO,301,2475
2017,2017/7/6,VX,San Francisco,New York,-1,10,NO,NO,301,2586
2017,2017/7/7,VX,San Francisco,New York,-7,70,NO,NO,370,2586
2017,2017/7/15,B6,New York,San Francisco,-7,18,NO,NO,324,2586
2017,2017/7/11,B6,San Francisco,New York,-4,4,NO,NO,294,2586
2017,2017/7/22,B6,Boston,New York,53,7,NO,NO,40,187
2017,2017/7/2,B6,New York,Los Angeles,29,13,NO,NO,318,2475
2017,2017/7/29,B6,New York,Los Angeles,-2,9,NO,NO,320,2475
2017,2017/7/25,B6,Los Angeles,New York,-1,4,NO,NO,303,2475
2017,2017/7/4,B6,New York,Chicago,13,23,NO,NO,113,740
2017,2017/7/31,B6,New York,Chicago,12,21,NO,NO,114,740
2017,2017/7/29,B6,Chicago,New York,-3,10,NO,NO,105,740
2017,2017/7/9,B6,Boston,New York,-4,3,NO,NO,45,187
2017,2017/7/5,B6,New York,Boston,25,9,NO,NO,35,187
2017,2017/7/20,B6,New York,Los Angeles,-7,5,NO,NO,300,2475
2017,2017/7/16,B6,Los Angeles,New York,-4,4,NO,NO,299,2475
2017,2017/7/26,B6,Rochester,New York,-11,8,NO,NO,52,264
2017,2017/7/10,B6,New York,Los Angeles,-1,16,NO,NO,307,2475
2017,2017/7/8,B6,Los Angeles,New York,-1,15,NO,NO,308,2475
2017,2017/7/7,B6,Houston,New York,0,19,NO,NO,182,1428
2017,2017/7/22,B6,New York,Rochester,-6,8,NO,NO,49,264
2017,2017/7/23,B6,Boston,New York,-6,9,NO,NO,40,187
2017,2017/7/21,B6,New York,Boston,-10,3,NO,NO,38,187
2017,2017/7/4,B6,Los Angeles,New York,14,5,NO,NO,300,2475
2017,2017/7/31,B6,Los Angeles,New York,-6,3,NO,NO,294,2475
2017,2017/7/4,B6,New York,San Francisco,-8,9,NO,NO,329,2586
2017,2017/7/31,B6,New York,San Francisco,44,13,NO,NO,323,2586
2017,2017/7/27,B6,San Francisco,New York,6,9,NO,NO,319,2586
2017,2017/7/23,B6,Boston,New York,127,4,NO,NO,50,187
2017,2017/7/21,B6,New York,Boston,122,5,NO,NO,39,187
2017,2017/7/17,B6,New York,Los Angeles,-7,12,NO,NO,296,2475
2017,2017/7/13,B6,Los Angeles,New York,18,33,NO,NO,303,2475
2017,2017/7/9,B6,Rochester,New York,0,8,NO,NO,53,264
2017,2017/7/5,B6,New York,Rochester,20,5,NO,NO,48,264
2017,2017/7/4,B6,San Francisco,New York,12,7,NO,NO,303,2586
2017,2017/7/31,B6,San Francisco,New York,17,13,NO,NO,309,2586
2017,2017/7/1,B6,New York,Los Angeles,240,12,NO,NO,355,2475
2017,2017/7/28,B6,New York,Los Angeles,-5,9,NO,NO,314,2475
2017,2017/7/27,B6,Los Angeles,New York,-4,5,NO,NO,282,2475
2017,2017/7/18,B6,New York,Houston,122,5,NO,NO,185,1428
2017,2017/7/6,B6,Rochester,New York,15,4,NO,NO,59,264
2017,2017/7/2,B6,New York,Chicago,-6,6,NO,NO,119,740
2017,2017/7/29,B6,New York,Chicago,71,21,NO,NO,110,740
2017,2017/7/25,B6,Chicago,New York,-6,8,NO,NO,100,740
2017,2017/7/17,B6,New York,San Francisco,3,8,NO,NO,322,2586
2017,2017/7/13,B6,San Francisco,New York,99,7,NO,NO,286,2586
2017,2017/7/9,B6,Boston,New York,-5,5,NO,NO,45,187
2017,2017/7/12,B6,New York,Boston,18,4,NO,NO,42,187
2017,2017/7/19,B6,New York,Los Angeles,1,7,NO,NO,296,2475
2017,2017/7/15,B6,Los Angeles,New York,-7,18,NO,NO,293,2475
2017,2017/7/18,B6,Boston,New York,-7,9,NO,NO,47,184
2017,2017/7/21,B6,New York,Boston,-13,5,NO,NO,34,184
2017,2017/7/14,B6,New York,Rochester,,,YES,NO,,264
2017,2017/7/17,B6,Boston,New York,-7,9,NO,NO,40,187
2017,2017/7/13,B6,New York,Boston,405,9,NO,NO,35,187
2017,2017/7/13,B6,Boston,New York,66,9,NO,NO,47,184
2017,2017/7/21,B6,New York,Boston,-6,4,NO,NO,36,184
2017,2017/7/7,B6,Boston,New York,200,5,NO,NO,52,184
2017,2017/7/7,B6,New York,Boston,184,4,NO,NO,50,184
2017,2017/7/19,B6,New York,Chicago,-9,24,NO,NO,117,740
2017,2017/7/15,B6,Chicago,New York,-2,3,NO,NO,103,740
2017,2017/7/3,B6,New York,San Francisco,20,9,NO,NO,353,2586
2017,2017/7/30,B6,New York,San Francisco,-5,9,NO,NO,324,2586
2017,2017/7/28,B6,San Francisco,New York,-6,4,NO,NO,294,2586
2017,2017/7/24,B6,Boston,New York,-3,6,NO,NO,45,187
2017,2017/7/1,B6,New York,Chicago,13,13,NO,NO,114,740
2017,2017/7/28,B6,New York,Chicago,11,21,NO,NO,119,740
2017,2017/7/24,B6,Chicago,New York,43,6,NO,NO,95,740
2017,2017/7/12,B6,New York,Los Angeles,59,34,NO,NO,307,2475
2017,2017/7/10,B6,Los Angeles,New York,40,4,NO,NO,345,2475
2017,2017/7/23,B6,Washington,New York,242,3,NO,NO,45,228
2017,2017/7/16,B6,Los Angeles,New York,17,4,NO,NO,307,2475
2017,2017/7/12,B6,Boston,New York,,,YES,NO,,184
2017,2017/7/10,B6,New York,Boston,70,7,NO,NO,42,184
2017,2017/7/25,B6,New York,Washington,5,4,NO,NO,45,228
2017,2017/7/22,B6,Washington,New York,-10,5,NO,NO,46,228
2017,2017/7/6,B6,New York,Boston,-6,6,NO,NO,44,187
2017,2017/7/2,B6,New York,Los Angeles,-1,10,NO,NO,328,2475
2017,2017/7/29,B6,New York,Los Angeles,6,6,NO,NO,309,2475
2017,2017/7/30,B6,Boston,New York,-7,4,NO,NO,52,184
2017,2017/7/31,B6,New York,Boston,-2,6,NO,NO,40,184
2017,2017/7/22,B6,New York,Washington,-1,5,NO,NO,47,228
2017,2017/7/18,B6,New York,San Francisco,-6,6,NO,NO,322,2586
2017,2017/7/18,B6,Boston,New York,-7,7,NO,NO,45,184
2017,2017/7/26,B6,New York,Boston,-11,6,NO,NO,41,184
2017,2017/7/1,B6,New York,Washington,88,6,NO,NO,46,228
2017,2017/7/28,B6,New York,Washington,61,9,NO,NO,51,228
2017,2017/7/16,B6,New York,Los Angeles,-4,10,NO,NO,307,2475
2017,2017/7/11,B6,Washington,New York,151,7,NO,NO,75,228
2017,2017/7/1,B6,Los Angeles,New York,406,10,NO,NO,349,2475
2017,2017/7/30,B6,Los Angeles,New York,54,10,NO,NO,288,2475
2017,2017/7/7,B6,Boston,New York,16,7,NO,NO,44,187
2017,2017/7/31,UA,New York,Chicago,14,16,NO,NO,108,733
2017,2017/7/31,UA,New York,Chicago,-1,13,NO,NO,106,733
2017,2017/7/30,UA,Houston,New York,-8,5,NO,NO,187,1416
2017,2017/7/28,UA,Rochester,Chicago,-6,19,NO,NO,77,528
2017,2017/7/28,UA,Chicago,New York,25,4,NO,NO,97,733
2017,2017/7/28,UA,Chicago,Rochester,-5,5,NO,NO,71,528
2017,2017/7/16,UA,Houston,New York,0,5,NO,NO,177,1416
2017,2017/7/15,UA,Rochester,Chicago,-7,8,NO,NO,78,528
2017,2017/7/13,UA,Chicago,New York,-3,5,NO,NO,129,733
2017,2017/7/13,UA,New York,Chicago,,,YES,NO,,733
2017,2017/7/12,UA,New York,Chicago,-9,3,NO,YES,,733
2017,2017/7/7,UA,New York,Houston,28,8,NO,NO,182,1416
2017,2017/7/6,UA,Houston,New York,14,2,NO,NO,213,1416
2017,2017/7/5,UA,New York,Houston,-9,3,NO,NO,185,1416
2017,2017/7/24,UA,New York,Chicago,33,15,NO,NO,117,733
2017,2017/7/23,UA,Houston,New York,0,4,NO,NO,177,1416
2017,2017/7/21,UA,New York,Chicago,-3,15,NO,NO,117,733
2017,2017/7/21,UA,Chicago,New York,1,4,NO,NO,102,733
2017,2017/7/21,UA,New York,Chicago,5,17,NO,NO,111,733
2017,2017/7/12,UA,New York,Houston,-3,8,NO,NO,185,1416
2017,2017/7/12,UA,Chicago,New York,2,6,NO,NO,128,733
2017,2017/7/11,UA,New York,Chicago,-6,14,NO,NO,110,733
2017,2017/7/10,UA,Chicago,New York,106,7,NO,NO,106,733
2017,2017/7/10,UA,Houston,New York,5,4,NO,NO,182,1416
2017,2017/7/9,UA,Chicago,New York,-7,4,NO,NO,98,733
2017,2017/7/5,UA,Chicago,Rochester,2,3,NO,NO,69,528
2017,2017/7/4,UA,New York,Chicago,6,13,NO,NO,119,733
2017,2017/7/3,UA,Chicago,New York,-7,11,NO,NO,99,733
2017,2017/7/3,UA,Houston,New York,-7,5,NO,NO,180,1416
2017,2017/7/2,UA,New York,Chicago,-1,4,NO,NO,112,733
2017,2017/7/27,UA,Houston,New York,16,3,NO,NO,190,1416
2017,2017/7/27,UA,Chicago,New York,-2,5,NO,NO,96,733
2017,2017/7/27,UA,Chicago,Rochester,-12,6,NO,NO,72,528
2017,2017/7/26,UA,New York,Chicago,-6,9,NO,NO,108,733
2017,2017/7/26,UA,Chicago,New York,-4,3,NO,NO,98,733
2017,2017/7/25,UA,Chicago,New York,-1,3,NO,NO,94,733
2017,2017/7/24,UA,Chicago,New York,235,3,NO,NO,115,733
2017,2017/7/19,UA,New York,Chicago,21,16,NO,NO,116,733
2017,2017/7/19,UA,New York,Chicago,93,9,NO,NO,112,733
2017,2017/7/18,UA,Houston,New York,-1,4,NO,NO,179,1416
2017,2017/7/18,UA,Rochester,Chicago,-5,25,NO,NO,72,528
2017,2017/7/18,UA,Houston,New York,2,5,NO,NO,197,1416
2017,2017/7/17,UA,Rochester,Chicago,-2,16,NO,NO,82,528
2017,2017/7/17,UA,Chicago,New York,106,3,NO,NO,100,733
2017,2017/7/17,UA,Chicago,Rochester,-2,5,NO,NO,71,528
2017,2017/7/14,DL,Atlanta,New York,203,8,NO,NO,105,762
2017,2017/7/15,DL,New York,Los Angeles,-1,18,NO,NO,309,2475
2017,2017/7/16,DL,New York,Los Angeles,22,10,NO,NO,300,2475
2017,2017/7/24,DL,New York,Atlanta,90,7,NO,NO,111,762
2017,2017/7/24,DL,San Francisco,New York,-6,12,NO,NO,288,2586
2017,2017/7/25,DL,San Francisco,New York,18,7,NO,NO,298,2586
2017,2017/7/25,DL,Boston,New York,-2,5,NO,NO,50,184
2017,2017/7/26,DL,Boston,New York,-4,18,NO,NO,39,187
2017,2017/7/26,DL,Atlanta,New York,0,8,NO,NO,100,762
2017,2017/7/26,DL,New York,Atlanta,-7,10,NO,NO,101,762
2017,2017/7/26,DL,New York,Boston,1,9,NO,NO,33,184
2017,2017/7/27,DL,Los Angeles,New York,-8,6,NO,NO,290,2475
2017,2017/7/27,DL,New York,San Francisco,120,5,NO,NO,336,2586
2017,2017/7/27,DL,New York,San Francisco,0,9,NO,NO,354,2586
2017,2017/7/4,DL,New York,Atlanta,-8,7,NO,NO,112,762
2017,2017/7/4,DL,New York,Atlanta,3,10,NO,NO,137,762
2017,2017/7/5,DL,New York,San Francisco,-1,10,NO,NO,337,2586
2017,2017/7/5,DL,Los Angeles,New York,-5,28,NO,NO,289,2475
2017,2017/7/6,DL,Atlanta,New York,-1,7,NO,NO,113,762
2017,2017/7/6,DL,Atlanta,New York,2,7,NO,NO,111,760
2017,2017/7/6,DL,New York,Boston,-1,5,NO,NO,40,184
2017,2017/7/7,DL,New York,Boston,31,17,NO,NO,42,187
2017,2017/7/7,DL,San Francisco,New York,0,87,NO,NO,366,2586
2017,2017/7/16,DL,Rochester,Atlanta,-7,5,NO,NO,103,749
2017,2017/7/16,DL,Atlanta,New York,0,17,NO,NO,103,762
2017,2017/7/17,DL,New York,Los Angeles,14,9,NO,NO,286,2475
2017,2017/7/17,DL,New York,Atlanta,0,8,NO,NO,119,760
2017,2017/7/17,DL,Atlanta,New York,-2,5,NO,NO,99,760
2017,2017/7/17,DL,Atlanta,New York,-1,12,NO,NO,104,762
2017,2017/7/18,DL,New York,Los Angeles,-1,12,NO,NO,305,2475
2017,2017/7/18,DL,San Francisco,New York,17,11,NO,NO,301,2586
2017,2017/7/18,DL,Atlanta,New York,0,8,NO,NO,105,762
2017,2017/7/18,DL,Los Angeles,New York,13,9,NO,NO,294,2475
2017,2017/7/27,DL,Atlanta,New York,10,8,NO,NO,107,760
2017,2017/7/27,DL,New York,Atlanta,-1,7,NO,NO,102,762
2017,2017/7/27,DL,New York,Boston,-3,6,NO,NO,41,184
2017,2017/7/28,DL,New York,San Francisco,-1,4,NO,NO,345,2586
2017,2017/7/28,DL,Atlanta,New York,130,9,NO,NO,131,760
2017,2017/7/28,DL,Atlanta,New York,14,7,NO,NO,127,762
2017,2017/7/28,DL,New York,Atlanta,36,7,NO,NO,106,762
2017,2017/7/28,DL,New York,Atlanta,85,13,NO,NO,111,762
2017,2017/7/28,DL,Atlanta,New York,0,9,NO,NO,110,762
2017,2017/7/29,DL,New York,Atlanta,98,7,NO,NO,98,760
2017,2017/7/29,DL,New York,San Francisco,-6,7,NO,NO,331,2586
2017,2017/7/29,DL,Atlanta,Rochester,-1,4,NO,NO,98,749
2017,2017/7/29,DL,New York,Atlanta,-7,12,NO,NO,101,762
2017,2017/7/29,DL,Rochester,Atlanta,5,12,NO,NO,97,749
2017,2017/7/11,DL,New York,Los Angeles,-3,27,NO,NO,305,2475
2017,2017/7/11,DL,Los Angeles,New York,0,11,NO,NO,295,2475
2017,2017/7/11,DL,Rochester,Atlanta,-2,11,NO,NO,107,749
2017,2017/7/11,DL,Atlanta,New York,76,35,NO,NO,105,762
2017,2017/7/11,DL,Atlanta,New York,15,8,NO,NO,111,762
2017,2017/7/12,DL,Atlanta,New York,-6,8,NO,NO,104,762
2017,2017/7/13,DL,New York,Los Angeles,60,34,NO,NO,324,2475
2017,2017/7/13,DL,New York,Atlanta,-5,16,NO,NO,103,762
2017,2017/7/21,DL,San Francisco,New York,-2,9,NO,NO,301,2586
2017,2017/7/21,DL,San Francisco,New York,26,29,NO,NO,296,2586
2017,2017/7/22,DL,Atlanta,New York,-1,7,NO,NO,106,760
2017,2017/7/22,DL,San Francisco,New York,-4,7,NO,NO,294,2586
2017,2017/7/22,DL,New York,Atlanta,0,15,NO,NO,117,762
2017,2017/7/23,DL,New York,Los Angeles,125,10,NO,NO,333,2475
2017,2017/7/23,DL,Atlanta,New York,285,7,NO,NO,98,762
2017,2017/7/23,DL,Los Angeles,New York,-2,9,NO,NO,295,2475
2017,2017/7/24,DL,Atlanta,Rochester,25,5,NO,NO,94,749
2017,2017/7/24,DL,Los Angeles,New York,10,10,NO,NO,299,2475
2017,2017/7/24,DL,New York,Atlanta,13,15,NO,NO,111,762
2017,2017/7/30,DL,New York,Los Angeles,-6,12,NO,NO,314,2475
2017,2017/7/30,DL,San Francisco,New York,-1,10,NO,NO,292,2586
2017,2017/7/30,DL,Atlanta,New York,-4,5,NO,NO,103,762
2017,2017/7/30,DL,New York,Boston,-2,16,NO,NO,33,184
2017,2017/7/31,DL,New York,San Francisco,2,9,NO,NO,334,2586
2017,2017/7/31,DL,Los Angeles,New York,6,6,NO,NO,296,2475
2017,2017/7/31,DL,Atlanta,New York,-4,10,NO,NO,107,762
2017,2017/7/7,DL,Atlanta,Rochester,47,6,NO,NO,96,749
2017,2017/7/7,DL,New York,Boston,107,7,NO,NO,47,184
2017,2017/7/8,DL,New York,Atlanta,-2,6,NO,NO,110,760
2017,2017/7/8,DL,Los Angeles,New York,11,24,NO,NO,298,2475
2017,2017/7/8,DL,Atlanta,New York,1,11,NO,NO,113,762
2017,2017/7/9,DL,Los Angeles,New York,14,5,NO,NO,299,2475
2017,2017/7/9,DL,New York,Atlanta,-12,6,NO,NO,107,762
2017,2017/7/9,DL,Atlanta,New York,11,11,NO,NO,100,760
2017,2017/7/10,DL,New York,Atlanta,-2,8,NO,NO,107,762
2017,2017/7/18,DL,San Francisco,New York,-3,8,NO,NO,288,2586
2017,2017/7/19,DL,New York,Atlanta,1,7,NO,NO,97,760
2017,2017/7/19,DL,San Francisco,New York,-5,6,NO,NO,311,2586
2017,2017/7/20,DL,New York,Boston,30,6,NO,NO,38,187
2017,2017/7/20,DL,Atlanta,New York,6,9,NO,NO,109,760
2017,2017/7/20,DL,New York,Atlanta,142,8,NO,NO,98,762
2017,2017/7/20,DL,New York,Boston,0,8,NO,NO,39,184
2017,2017/7/21,DL,New York,San Francisco,15,6,NO,NO,376,2586
2017,2017/7/21,DL,Atlanta,New York,5,78,NO,NO,107,760
2017,2017/7/21,DL,Atlanta,New York,-1,39,NO,NO,109,762
2017,2017/7/8,EV,Chicago,Rochester,-8,4,NO,NO,82,528
2017,2017/7/29,EV,New York,Rochester,-12,3,NO,NO,50,254
2017,2017/7/12,EV,Rochester,New York,,,YES,NO,,254
2017,2017/7/9,EV,New York,Rochester,-10,10,NO,NO,43,254
2017,2017/7/6,NK,Chicago,New York,-6,6,NO,NO,98,733
2017,2017/7/13,NK,New York,Chicago,133,17,NO,NO,111,733
2017,2017/7/12,NK,Chicago,New York,134,60,NO,NO,94,733
2017,2017/7/11,NK,New York,Chicago,-2,9,NO,NO,108,733
